best_model,compare_to,mean_auc_diff,ci_low,ci_high,significant,n_valid
XGB,RF,0.02683811639458471,0.01914268179197439,0.034959547380835364,True,1000
XGB,MLP,0.0038922467477133928,-0.003755644387302201,0.01138981263305508,False,1000
XGB,LR,0.0031765248513986374,-0.0031246131027729985,0.009619138041278346,False,1000
